,tweet,sentiment,word_count,char_count,avg_word,stopwords,hastags,numerics,upper
5081,2 sold-out 70% 1st time users,2,13,64,4.0,3,1,1,1
5082,"focusing bridging digital/physical divide... maps, streetview, hotpot &amp; autonomous driving.",1,17,136,7.0588235294117645,2,1,0,1
5083,got 2 #sxsw! cc,1,12,53,3.8181818181818183,2,1,1,2
5084,makes feel like kid. drunk kid iphone.,1,15,71,3.8,4,1,0,3
5085,"posted dmi house, intimate stranger stage, got restaurant crowd sitting deal wif",1,24,126,4.478260869565218,9,1,0,1
5086,lie - i've chance watch people actually using makes want one. :-/,2,24,110,3.625,9,1,0,1
5087,congress. nice. set open popup shop core sxsw action #apple,2,22,120,4.5,4,2,0,4
5088,inline popup waiting ipad2 action,1,10,62,5.3,2,1,0,0
5089,25 indie songs rock: various artists #sxsw: featured artists - #itunes,1,13,82,5.384615384615385,1,2,1,1
5090,2 line stretching around block,1,8,45,4.75,1,1,1,0
5091,hear rumor might special pop-up specifically ipad2 launch?,1,21,119,4.714285714285714,9,1,0,0
5092,yikes. launching 'circles' today #sxsw?,1,11,71,5.545454545454546,2,1,0,1
5093,league extraordinary h4ckers presented lightning talks technology. (@mention speakeasy),1,16,122,6.6875,3,1,0,0
5094,look blue hair. i've got free android phone info stickers #allhat3,2,17,99,4.882352941176471,4,2,0,0
5095,#papasangre producers audio experience awesomeness #nightjar looks (or rather sounds) amazing.,2,14,111,7.0,0,3,0,0
5096,"see member team carrying one bags #sxsw, show wolfram|app &amp; get w|a case!",1,24,124,4.208333333333333,9,1,0,2
5097,mayer: think simplicity lot developing products. ^jr,2,18,105,4.888888888888889,4,1,0,4
5098,giveaway! free qr codes business cards convention badges! get booth #1315,1,20,119,5.0,6,2,0,1
5099,"thirsty gadget? using charge anywhere iphone, happy share juice.",2,18,104,4.833333333333333,6,1,0,1
5100,fear not! extended wed! --&gt; last day popup sunday 3/13 #appleatxdt,2,21,124,4.9523809523809526,3,2,0,3
5101,"mission failure - dried roast beef sandwich soggy tomato, $6.25. oh well, sat chevy lounge charged power mat",1,26,140,4.6,5,1,0,0
5102,"attended mobile accessibility panel would interested learned, esp. access blind, android, etc.",1,25,151,5.08,9,1,0,1
5103,"que???? porque?!?! #google launch major social network called circles, possibly today #socialmedia",1,16,119,6.4375,1,3,0,1
5104,"smart! sets 5,000-square-foot temporary sell ipads, test potential traffic $aapl",2,18,118,5.611111111111111,3,1,0,2
5105,tx rtûï@mention launch major social network called circles. #sxswû,1,16,105,6.0,1,1,0,2
5106,register private beta win tv #sxsw! visit details,1,17,91,4.411764705882353,7,1,0,2
5107,i'm lazy f. feed listening bands iphone? i'm woefully unprepared music spreadsheet notwithstanding,1,23,141,5.173913043478261,7,1,0,2
5108,!!! got craving? minds created app - foodspotting #iphone #apps,1,18,102,4.722222222222222,4,3,0,2
5109,"&quot;mistakes made building netflix iphone&quot; incredible detail, code wankery, needs give away hard copy. #netflixiphone",1,20,143,6.2,3,2,0,1
5110,got green? check live austin ..check show schedule -&gt;,1,18,105,4.888888888888889,6,1,0,2
5111,foodspotting #iphone app success #sxsw. finding food crave for.,2,14,80,5.153846153846154,3,2,0,0
5112,"thanx 4 follow!, nice meetin' u party i'll let peeps know #iphonedev #androiddev #iphone",1,20,131,5.6,2,4,1,0
5113,khoi vinh (@mention says conde nast's rush publishing &quot;fundamental misunderstanding&quot; platform,1,20,144,6.25,5,1,0,1
5114,"&quot;i know i'm right, apple&quot;",2,9,50,4.666666666666667,2,1,0,1
5115,itunes music sampler free download tech!,1,20,107,5.176470588235294,6,1,0,0
5116,apple's customer service top notch. they've even got guys hanging line giving inventory updates nice,2,23,137,5.0,7,1,0,0
5117,"two-week pop-up #apple downtown austin, time ipad2. cool.",2,17,95,4.647058823529412,5,2,0,2
5118,#gsdm &amp; #google industry party on. house.,1,18,97,4.444444444444445,5,3,0,3
5119,"hey #vufinders, awesome update #iphone app 3x speedup object tagging (outside conf hours :-)",2,20,126,5.35,2,3,0,1
5120,"google's social feature, circles, presented today today. privacy open source focus rumor says -",1,20,121,5.1,4,1,0,2
5121,"serìá cierto? launch major social network called circles, possibly today rww.to/f6bcet",1,19,130,5.894736842105263,1,1,0,2
5122,content move back browser. replicate work u press one button?,0,23,125,4.478260869565218,8,1,0,0
5123,one must apps survive join #sxswbarcrawl #sxswi,2,17,96,5.0,6,3,0,1
5124,cool! rumor: open temporary dt atx &amp; 2 launch,2,24,124,4.208333333333333,4,1,1,4
5125,great news u twit crew. building temporary 2011 u get ur 2s !!,2,28,135,3.857142857142857,9,1,1,1
5126,waze duking re: personalized mapping experience. friendly &quot;panel crashing&quot;,1,16,119,6.5,4,1,0,1
5127,official: everyone uses iphone.,1,8,48,5.125,2,1,0,0
5128,anybody seen 6th st yet?,1,14,67,3.857142857142857,4,1,0,1
5129,clipboard carny #ipad #lowtech,1,7,41,5.0,2,3,0,0
5130,marissa mayer: connect digital &amp; physical worlds mobile -,1,15,98,5.6,1,1,0,0
5131,"officially denied circles launch #sxsw, exists! (cont)",1,19,112,4.947368421052632,9,1,0,1
5132,we're launching products we're plenty else. join us 4 #h4ckers &amp; 80s dancing,1,22,126,4.7727272727272725,5,2,1,2
5133,there's competition q2 - check offers? #smccolumbus,1,14,90,5.5,2,2,0,1
5134,&quot;narcissism &amp; challenge fb pages&quot; coupled w/ &quot;google's spam problem&quot; explain circles &quot;a bit&quot;.,1,18,150,7.388888888888889,1,1,0,1
5135,helaas... &quot;@mention launching products,1,13,87,6.25,3,1,0,2
5136,"tim o'reilly web 2.0 definition -companies survived built value consumer-generated data. ebay, amazon,",1,19,137,6.2631578947368425,2,1,0,1
5137,think #google lost way caring much business (instead users) tim o'reilly #pnid,0,23,132,4.782608695652174,7,3,0,2
5138,"temp set downtown #austin. via ûï@mention even begins, wins dtph.comû",1,19,119,5.315789473684211,2,2,0,1
5139,another social failure?,0,6,45,6.666666666666667,0,1,0,0
5140,launching secret social network called &quot;circles&quot;,1,12,94,6.916666666666667,0,1,0,1
5141,#sxswnui #xwave control #iphone brain,1,8,53,5.75,2,4,0,0
5142,said able get 2 #sxsw? opening pop-up austin sxsw,2,25,123,3.88,10,1,1,2
5143,unveil social platform circles groups peeps relevance,1,13,81,5.3076923076923075,3,1,0,0
5144,interactive award: music category goes &quot;wilderness downtown&quot;. congrats shared #winning,1,16,137,7.625,2,2,0,1
5145,lonely planet app guide austin free week.,1,13,69,4.384615384615385,3,1,0,0
5146,"&quot;@mention launch major social network called circles, possibly today googlebook twitgle?&quot;",1,18,130,6.647058823529412,2,1,0,0
5147,can't #sxsw? download free music mix itunes,1,12,65,4.5,4,1,0,0
5148,look everyone! zomg got 2 first day!,2,14,73,4.285714285714286,3,1,1,0
5149,"ûï@mention launch major social network called circles, possibly today #sxswû",1,15,103,5.933333333333334,1,1,0,1
5150,building custom android home screen #sxswi stuff. must haves?,1,15,90,5.066666666666666,3,2,0,0
5151,wooooo!!! ûï@mention downtown austin open til midnight. #sxswû,2,10,77,6.8,0,1,0,0
5152,"per rumor, may preview big social strategy '80s-themed costume party #sxsw. yep. #cnet",1,22,130,4.954545454545454,5,2,0,2
5153,wow. saw someone using computing device mac rare sighting indeed.,2,22,112,4.136363636363637,8,1,0,1
5154,"launch product! wait, launch, product exists. wait, product exist!",0,18,106,5.235294117647059,5,1,0,0
5155,#ipad #austin trending today. fun nerdy nerds!!!,2,14,78,4.642857142857143,5,3,0,0
5156,"dude, outkast concert tweeting ipad. old school players school fools.",1,24,138,4.791666666666667,8,1,0,3
5157,zomg special ipad. line block long. plixi.com/p/83323324 plixi.com/p/83323414,2,18,124,5.944444444444445,5,1,0,2
5158,hmm....only 9? right-brain #mwrc11 left-brain?? :) 9 10 attendees mac,3,23,137,5.0,5,3,2,4
5159,looks stupid take pix 2 - believe guys,0,17,72,3.5,5,1,1,0
5160,announces #windowsphone app today #wp7,1,8,60,6.625,0,3,0,0
5161,can't get first panel today. line looks like store.,1,15,82,4.533333333333333,3,1,0,1
5162,pop-up crew giving water people wearing street clothes. logos minutes ago.,1,26,139,4.56,9,1,0,1
5163,"&quot;something ventured&quot; great. great stories including genentech, apple, cisco.",1,17,117,5.9411764705882355,6,1,0,0
5164,"&quot;this year's attendance exceeds last year's 13,000, pop-up 'flooded ...&quot; via",1,18,127,6.111111111111111,2,1,0,0
5165,#sxsw? check #tokii maple leaf digital lounge www.tokii.com,1,16,92,4.8125,6,2,0,0
5166,"guys, tall-tee hoodies heard first!",1,17,81,4.333333333333333,5,1,0,1
5167,"giving away #ipad mappers there. entry amazingly easy, details:",2,22,122,4.590909090909091,9,2,0,2
5168,"launch major social network called circles, possibly today",1,17,109,5.470588235294118,2,1,0,2
5169,heard apple's pop-up dtwn austin? pics already gowalla: [pop-pop!],1,20,125,5.3,4,1,0,2
5170,stumbling around lost #sxsw! stay contact group #iphone application,2,19,116,5.157894736842105,7,2,0,1
5171,"&quot;gearing make splash, launch &quot;groupon living social-type&quot; rewards #sxsw&quot; (@mention",1,18,135,6.555555555555555,6,1,0,0
5172,"tech check podcast -- #android passes #blackberry, big twitter #fail! -- #cnn",2,18,110,5.166666666666667,2,6,0,0
5173,2 takes [#video] #channels #gadgets #news #uncategorized,2,12,83,6.0,0,5,1,2
5174,foursquare 3.0 time #sxsw. wonder android guys get time.,1,20,110,4.55,8,1,0,1
5175,"#tech #sxsw, schools marketing experts",2,9,58,5.555555555555555,1,2,0,1
5176,rtûï@mention launch major social network called circles. #sxswû,1,13,90,6.5,1,1,0,1
5177,haha many use apple? cause one uses windows voluntarily. #kawasaki #thisisdare,2,19,116,5.157894736842105,4,3,0,2
5178,mt (swisher calls &quot;the classiest fascist company america&quot; #sxflip,0,13,99,6.6923076923076925,1,2,0,1
5179,"well hello, #sxsw! here's free sampler, celebrate festival year, including barton hollow:",1,20,131,5.6,4,1,0,2
5180,looks fun. party like 1986 hosted aclus n california texas,2,19,99,4.2631578947368425,5,1,1,2
5181,launching social network &quot;google circles&quot; ?????,1,10,80,7.888888888888889,0,1,0,0
5182,back idk i'll do..follow masses guess..,2,17,85,4.0588235294117645,6,1,0,3
5183,guess rumors wrong ûï@mention we're launching products we're plenty else.,1,19,117,5.2105263157894735,7,1,0,1
5184,know &quot;dataviz&quot; translates &quot;satanic&quot; iphone. i'm sayin'.,0,13,100,6.769230769230769,5,1,0,0
5185,chris poole 4chan recommends google: refrigerator magnet game. cute shared experience game. #sxswmoot #sxswi,2,18,128,6.166666666666667,2,3,0,0
5186,&quot;i believe god explanation apple's continued existence.&quot; guy kawasaki #enchantment,2,18,131,6.333333333333333,7,2,0,0
5187,anyone chance check pop-up store? wondering worth trek convention center...,1,24,129,4.416666666666667,12,1,0,0
5188,"2011 year pop up, dueling offerings indication. apple: hp:",1,21,112,4.380952380952381,9,1,1,2
5189,"moves like this, wonder stays top.",2,13,69,4.384615384615385,3,1,0,0
5190,2 launch really *south by* austin? inde. ûó #mac #ipad,2,25,104,4.0,5,3,1,1
5191,"even begins, wins sxsw &lt;&lt; win big ?",2,16,82,4.1875,3,1,0,2
5192,popup still constuction! that's keeping 50+ line people standing line it.,1,21,116,4.571428571428571,7,1,0,1
5193,"related: u verizon, u better. bandwidth issue. blackberry always tweeted dawdled. #wjchat",0,21,129,5.190476190476191,6,2,0,1
5194,ûï@mention last day get #lp austin app free #travel #sxsw&quot;,2,16,98,5.1875,3,3,0,1
5195,marketing still impressive rt@mention,2,9,62,6.0,2,1,0,1
5196,bout watch live 2 w/ living vicariously buy one.,2,25,139,4.6,9,1,1,1
5197,think watching big game event without twitter anymore #futurecast,2,18,102,4.722222222222222,6,2,0,1
5198,sort wish pop-up sold actual apples. joke.,1,17,84,4.0,5,1,0,1
5199,even security guards austin enjoy time. (cc,2,14,85,5.142857142857143,1,1,0,2
5200,route around traffic saving maps users 2 years everyday,2,13,80,5.230769230769231,1,1,1,0
5201,course! sold everything except 64gig wifi white,1,16,91,4.75,3,1,0,1
5202,ûï@mention buying 2 ipad's #geekdate #apple #ipad2û :),2,12,81,5.833333333333333,1,4,1,0
5203,&quot;there explanation apple's continued survival existence god&quot; #guykawasaki,0,16,117,6.375,7,2,0,0
5204,line crazy long #ipad2,1,10,50,4.1,3,2,0,0
5205,apple'd :s &gt; #ipad2 austin austin's pop :))),1,18,111,5.222222222222222,3,2,0,0
5206,"charge #iphone every 6hours #sxsw. running lowest possible screen brightness. apple, fix basics!",0,21,126,5.0476190476190474,8,2,0,0
5207,.@mention rumor: opening temporary downtown austin 2 launch #fb,1,24,127,4.333333333333333,9,2,1,1
5208,"want go pop-up store, i'm afraid i'll leave ipad.",2,19,88,3.6842105263157894,6,1,0,2
5209,#apple #fanboy line 6th &amp; congress drinking wearing &amp; #corporatewhore #dmad #what,1,20,142,6.15,2,6,0,0
5210,"two parties (awesome journalism, npr/google), one go (pbs).",1,11,73,5.7272727272727275,2,1,0,1
5211,can't get sxsw? download 20+ free tracks music sampler available today!,1,20,116,5.105263157894737,4,1,0,3
5212,5 straight days welcome change flip fashion mag #printisnotdead #digitalblasphemy,1,22,132,5.045454545454546,9,3,1,0
5213,#technews opening pop-up austin sxsw geekfest [apple] #tech_news #apple #brian_lam #ipad_2 #tech,1,18,128,6.166666666666667,2,7,0,2
5214,life would much better ipad. #brainwashed #lines,2,13,71,4.538461538461538,4,3,0,1
5215,groupme wins best group messaging app sxswi #fastsociety #iphone #iphone4 #texasevery,2,14,101,6.285714285714286,1,5,0,1
5216,"ouch! v bing? respect, bing guy invited fill third chair?#sxsw",2,25,136,4.48,12,0,0,0
5217,"#circles would nuanced sharing, but#google says launch imminent -- later today ?",1,20,120,5.05,1,2,0,1
5218,vs bing #bettersearch. bing shot success w/ structured search. potentially higher margin cpa model vs #google.,0,25,148,5.166666666666667,4,3,0,3
5219,days later there's still line door ipad2.,2,19,92,4.111111111111111,7,1,0,1
5220,"cus! pacman google, singularity noobs meetup",1,9,66,5.7,2,1,0,0
5221,party calendar gcal:,1,8,48,5.125,1,1,0,2
5222,40% use maps mobile -marissa mayer,2,11,58,4.363636363636363,2,1,0,0
5223,#groupme available canada users? - would love check out.,0,18,93,4.222222222222222,6,2,0,1
5224,guy next using 2 periscope.,2,14,61,3.4285714285714284,6,1,1,0
5225,attending want explore #austin ? check austin (via,1,19,108,4.7368421052631575,6,2,0,1
5226,giving away 2 kick time #sxsw. visit blog info:,1,23,106,3.652173913043478,10,1,1,0
5227,saw first maps street view car!,1,11,55,4.5,1,1,0,0
5228,"brilliant. #apple setting pop-up downtown austin (to sell tons ipad2s attendees, course!)",2,22,128,4.863636363636363,7,2,0,0
5229,"upgrade newest ios yet, tweetdeck unstable #nten #11ntc #sxswi",0,25,128,4.16,9,4,0,3
5230,tip day (again ;-). turn screen brightness down. way down. #conservebatterylife #peace,1,20,132,5.65,3,3,0,1
5231,looking forward visiting #apple come congress ave #apple sell,2,21,110,4.5,8,3,0,0
5232,success popup austin! #apple,2,13,69,4.75,3,2,0,0
5233,#ipad2 taken #austin storm.. excited part #mobile,2,21,104,4.421052631578948,7,4,0,0
5234,#ubersocial #iphone app includes uberguide got,2,19,106,4.631578947368421,7,3,0,2
5235,must see #android app &quot;bizzy&quot;,2,10,67,5.8,1,2,0,1
5236,interesting see yellow pages #ipad app come example good practice,2,15,83,4.6,4,2,0,0
5237,watching mike tyson demo app.,1,9,50,4.666666666666667,1,1,0,0
5238,"one watch... launch major social network called circles, possibly today",1,18,115,5.444444444444445,2,1,0,2
5239,i21: rest wicked [codes valid: 12:00-3:59:59p 03/13/11] #infektd #zomb,1,14,94,5.785714285714286,2,3,0,1
5240,#inspiredbyprint oh burn. comparing ipad's skeumorpism magic cap bob.,1,12,82,5.916666666666667,2,2,0,0
5241,way!'matt fricking damon party maggie mae's.,1,13,82,5.384615384615385,2,1,0,0
5242,great panel w/guys fr &amp; hotpot! social recs def end recs. #discotalk #sloanxsw,2,21,134,5.428571428571429,3,3,0,0
5243,cool see compliment evening. i'll buy guys want grab drinks #sxsw.,1,25,132,4.32,10,1,0,1
5244,heard apple's pop-up downtown austin? pics already gowalla: #ipad2,1,18,113,5.333333333333333,4,2,0,1
5245,"possible dì©voilement au launch major social network called circles, possibly today",1,18,122,5.833333333333333,1,1,0,2
5246,funny even cnn saying stay clear austin friday (ipad 2 launch) cuz #sxsw.,1,22,112,4.136363636363637,6,1,1,1
5247,go sxsw next year! open temporary,1,18,89,4.0,5,1,0,4
5248,"heads sxsw, sets temporary austin - &lt;&lt; anyone confirm this? #nisxsw #ipad2",1,22,130,4.954545454545454,4,3,0,2
5249,anyone know location pop #sxsw?,1,10,52,4.3,3,1,0,0
5250,favorite app moment-it makes feel creative! i'm planning using #sxsw!,2,22,118,4.619047619047619,8,1,0,1
5251,apparently line get grew 2 blocks 5 blocks past 30 mins. wut.,1,26,120,3.6538461538461537,9,1,3,2
5252,dont miss q&amp;a google's &amp; bing's ranking - sessi mon 12:30pm-part 1 #smx,1,22,131,5.0,3,2,1,2
5253,line starts pop #ipad,1,16,81,4.4,5,2,0,1
5254,c34: itûªs retreat! [codes valid: 12:00-3:59:59p 03/14/11] #infektd #cvdc,1,13,93,6.230769230769231,1,3,0,1
5255,showing skiers' geolocation overlaid 3d mountain model. would love finding empty runs.,2,20,126,5.35,4,1,0,1
5256,bing meet lovers tiff last month seems disappointingly friendly,0,21,122,4.857142857142857,9,1,0,1
5257,pop congress. 2s everywhere. #mosaicxm,1,13,74,4.769230769230769,3,2,0,0
5258,barry diller thinks content nuts,0,14,89,5.428571428571429,2,1,0,1
5259,"sweet, apple's opening pop-up shop scarbrough building congress 2 - /via",2,23,131,4.739130434782608,6,1,1,1
5260,#google crisis response site w/ good info japanese earthquake/tsunami: #sxswi,2,16,102,5.4375,4,3,0,1
5261,full #touchingstories presentation:,1,8,61,7.714285714285714,0,2,0,2
5262,free stuff alert! download #austin guide free week:,1,16,98,5.1875,2,2,0,1
5263,marketing sales genius: #apple,2,7,47,5.857142857142857,1,2,0,2
5264,"#sxsw: says playing nfc next gen devices. nexus now, 5 next?",1,20,113,4.7,2,1,1,4
5265,rocks,2,4,25,5.5,0,1,0,1
5266,discussing pubsubhubbub: #fsw,1,8,58,6.375,1,2,0,1
5267,rumor: opening temp austin #sxsw/ipad 2 launch (well got interesting),1,23,128,4.608695652173913,7,1,1,2
5268,add pop-up shop to-do list -&gt;,2,13,72,4.615384615384615,3,1,0,1
5269,packed house-go lynn! designing interfaces - navigation schemas #uxdes,1,16,108,5.75,1,2,0,2
5270,best put controls top screen - bottom may sink belly! #tapworthy,1,20,99,4.0,7,2,0,0
5271,tech bro posed homeless person outside pop sign asking $$$,2,25,116,3.68,11,1,0,1
5272,picked 2 pop store! 15 minute wait!,2,17,74,3.625,6,1,2,0
5273,nice! wiebe walking conceptual graphing,1,10,72,6.3,1,1,0,1
5274,&quot;#sxsw #privacybootcamp startups sounds like fight waiting happen. add orin hatch?,1,22,148,5.7727272727272725,6,1,0,0
5275,lines around block 2 austin #sxsw. one lucky recipient.,2,19,95,4.277777777777778,5,1,1,0
5276,next discussion #cellbots unofficial platform controls brain cellphones #gsdm connect #cloud,1,20,129,5.7894736842105265,6,4,0,0
5277,hope better wave buzz is: google's previewing social networking platform #sxsw:,3,18,113,5.333333333333333,4,1,0,2
5278,"watching marissa mayer talk advanced / future location-based &amp; augmented reality projects, cool! #sxswi",2,18,131,6.333333333333333,2,2,0,1
5279,think someone making lot money week international roaming charges,1,18,101,4.666666666666667,6,1,0,2
5280,co founder teacher academy bringing hs students austin show use tech: #education,1,23,135,4.913043478260869,6,2,0,2
5281,awesome: iphones etc at&amp;t wifi frozen #tmobile teathering android g2 works like charm,2,22,118,4.619047619047619,7,2,0,1
5282,#help advance #getoutthevote #ipad #iphone #startup #cbus #cbustech,1,15,114,6.666666666666667,2,8,0,0
5283,prepping attending without dehumanizing experience.,2,12,80,5.75,5,1,0,1
5284,i'm already jealous // popup #gonnagetanipad2,2,15,95,5.4,4,2,0,0
5285,"pollak, much trouble sell apple...duh #sxswbigbrands",0,14,96,5.928571428571429,7,2,0,0
5286,"ªè longest line #sxsw? store, course.",1,14,78,5.0,2,1,0,0
5287,ipad2 line austin,1,7,39,4.714285714285714,1,1,0,1
5288,"geeks leave austin music people hit town, look feel becomes unique, less branded.",1,22,121,4.545454545454546,6,1,0,1
5289,and... starts show app iphone... daily grape #sxsw.,1,12,72,5.083333333333333,2,1,0,0
5290,"google: future ar, contextual discovery &quot;smarter&quot;, efficient mobile devices.",1,14,108,6.785714285714286,4,1,0,2
5291,maps car drove by. might leave distorted view austin.,3,14,76,4.5,3,1,0,0
5292,app content needs shallow engaging,1,10,55,4.6,3,1,0,0
5293,haha drinking game --&gt; &quot;drink every time seth says game layer ventures&quot; cc,1,20,134,5.75,1,1,0,1
5294,place value domain extension. equal. #qagb,3,15,88,4.933333333333334,6,2,0,1
5295,really digging austin -- especially east side. stopped size head great buzz.,1,24,130,4.458333333333333,9,1,0,0
5296,could murphy usa better serve inside maps phone? -google announcing great features v5,2,23,132,4.782608695652174,5,1,0,3
5297,gonna go see rockin party like boss.,2,12,61,4.166666666666667,3,1,0,0
5298,body. shares patients &amp; physicians wow sharing data &amp; interactive anatomy #sxswh #hcinno #sxswi,1,22,147,5.7272727272727275,5,4,0,0
5299,40% maps use mobile,1,8,38,3.875,2,1,0,0
5300,v android things going tomorrow,1,18,111,5.222222222222222,6,1,0,2
5301,"charging battery, i've downloaded .#hipstamatic pack edition.",1,14,93,6.153846153846154,3,1,0,0
5302,nice see speaker sneak irrelevant snarky comment apple. class! #authenticationdesign,1,17,110,5.875,5,2,0,0
5303,google's cutts says reputation topicality 2 keys matter site rankings. #qagb,1,19,114,5.052631578947368,5,2,1,1
5304,cheaper laptops. #newsapps,2,10,62,5.3,3,2,0,0
5305,2 hand. # thisisdare,1,8,35,4.0,1,2,1,1
5306,"try stay awake! :d i'm trying get ustream working iphone, see badge/picture dat right? #kickoffparty",1,25,139,4.791666666666667,6,2,0,2
5307,secret search sauce. bing spill beans. #google #bing,1,14,85,5.071428571428571,2,3,0,0
5308,"google's version maps already saved pp 2yrs time spent locating places, since launch earlier week.",2,21,123,4.904761904761905,4,1,0,0
5309,spending time morning resetting android phone. first day much it.,0,19,100,4.555555555555555,7,1,0,0
5310,data finally sorted. next stop: #sxsw!,2,9,51,4.777777777777778,2,1,0,0
5311,forget tomorrow music tech category. download android app show up. #sxswaccel,1,22,133,5.090909090909091,6,2,0,1
5312,u see anything google's circles #sxsw?,1,12,70,4.916666666666667,3,1,0,0
5313,nerd bait #sxsw! set open popup shop core sxsw action,1,16,78,3.9375,4,1,0,2
5314,nice people going fun. check #twit #twig . #android #podcasters?,1,24,130,4.863636363636363,6,5,0,3
5315,ami sampler live #itunes! time #cmw #sxsw. check #musicindustry #usa,1,21,118,4.666666666666667,8,5,0,4
5316,(tries again) launch social network called circles: #310409h2011,0,15,102,5.866666666666666,2,2,0,1
5317,sneak peak exhibit trade show,1,13,64,4.333333333333333,4,1,0,1
5318,line mile long outside. lucky get sit floor -your mom ipad. miss old days 40% + growth!,3,31,139,3.5161290322580645,10,1,0,1
5319,fun watch. #ipadmadness opening pop-up austin sxsw,2,19,110,4.842105263157895,4,2,0,2
5320,"#sxsw, schools marketing experts | cnet -",2,11,61,4.636363636363637,1,1,0,2
5321,#touchingstories &quot;comparing magazine jargon interactive jargon translate #ipad app.&quot;,1,14,113,7.142857142857143,4,3,0,1
5322,"got app, dialy grape: #thankyou",1,12,73,5.166666666666667,0,2,0,0
5323,advertising check-in-thing #aus,2,11,72,6.2,3,2,0,2
5324,1100 miles go. roughly. 4 tanks gas 19 hours. per google.,1,18,88,3.9444444444444446,4,1,3,1
5325,home today. #sxsw: &quot;apple comes cool technology one's ever heard go conferences&quot;,3,23,141,5.173913043478261,9,1,0,0
5326,40% maps users mobile.,1,9,45,4.111111111111111,3,1,0,1
5327,marissa mayer: 40% maps use mobile,2,12,71,5.0,0,1,0,0
5328,nothing sillier watching people record video ipad.,0,13,78,5.076923076923077,4,1,0,1
5329,talking 15 year old developer genius came sxsw proud dad. bd riley's irish pub,1,24,128,4.375,6,1,1,3
5330,deleting app!,0,7,38,5.333333333333333,1,1,0,0
5331,"conan doc, cdr radio, android party, npr shindig, general raging. pretty sure i'm proper. sprint, marathon, right?",1,24,140,4.875,5,1,0,3
5332,must app! @malbonster: lovely review forbes sxsw app holler gram - http://t.co/g4gzypv,2,19,118,5.2631578947368425,4,1,0,3
5333,much want bet disproportionately stocking pop-up 2? influencer/hipsters thank,3,21,131,5.285714285714286,6,1,0,1
5334,welcome! enjoy ride anywhere austin $10 . dwnld #groundlink app{link} booth 437,1,19,110,5.111111111111111,4,2,1,0
5335,#120 line temp 5000 sq. ft #apple #ipad austin,1,16,75,3.75,4,4,1,1
5336,hey bout donating $ spending #ipad japan. really need thing?,1,24,122,4.125,9,2,0,3
5337,"let's see: announcing circles, obama austin, donates proceeds japan. ho hum",1,17,106,5.294117647058823,2,1,0,2
5338,"opens temp events start day, good work !",2,23,111,4.045454545454546,9,1,0,1
5339,via pretty neat database must say. work #android shall see. #party #free,2,22,114,4.428571428571429,5,4,0,1
5340,get personalized sxsw show schedule via app from... #mobile_apps #music #echo_nest #rhapsody #cyber #iphone,1,17,122,6.235294117647059,1,7,0,1
5341,"longest line #sxsw? store, course.",1,11,58,4.8,2,1,0,0
5342,downloading #sxsw: featured artists - #itunes,1,7,52,6.571428571428571,0,2,0,1
5343,opens &quot;pop-up&quot; smart. well played fruit co. /via,2,17,113,5.705882352941177,1,1,0,2
5344,live stream working #fail,0,9,50,4.666666666666667,2,2,0,0
5345,rocking notes #sxsw. working awesome mbp app. sync transparently.,2,18,107,5.0,6,1,0,1
5346,tool measuring everything displaying one place almost makes cry i'm happy. thank you. #bavcid,2,27,154,4.7407407407407405,6,2,0,2
5347,"we're creatures habit. found ctrs blue links far outpaced green. darker link, clicks got.",1,24,134,4.625,7,1,0,0
5348,"tip, turn 3g get good service/data",1,10,54,4.5,2,1,0,2
5349,#@mention android dev meetup say??,1,9,59,5.666666666666667,1,3,0,2
5350,÷¼ go beyond borders! ÷_ ë© #edchat #musedchat #sxswi #classical #newtwitter,1,15,103,5.933333333333334,0,6,0,4
5351,app called dailygrape - replacing winelibrary tv mobile content &amp; videos. help make wine choices,1,22,139,5.363636363636363,3,1,0,1
5352,&quot;desktop publishing saved apple. pagemaker gift god.&quot;,2,12,89,6.5,3,1,0,0
5353,i'm live-tweeting users drive 12b+ miles year maps navigation ^jr,2,21,125,5.0,4,1,0,5
5354,"iphone, 2, come running fast can, cuz every girl crazy sharp mac man... *strums guitar*",2,27,135,4.1923076923076925,7,1,0,1
5355,#sxsw: &quot;apple comes cool technology one's ever heard go conferences&quot;û,2,20,129,5.5,9,1,0,0
5356,"hiring marketers, designers, creatives, social media pros... come see #aquent booth 1415 trade show. might win 2",1,20,127,5.4,0,2,2,1
5357,ûï@mention rumor: opening temporary downtown austin 2 launch,1,25,137,4.52,9,1,1,2
5358,idea combine analytics tools know website program something. #bavcid,2,21,122,4.857142857142857,10,2,0,0
5359,ûï@mention walking around staring 4... like everyone else.û // ummmm...ditto,1,19,122,5.473684210526316,6,1,0,1
5360,worked create open-source s2 fill gap needed location-based applications use nosql db model,1,24,150,5.291666666666667,6,1,0,1
5361,wicked pic got (duncan jones) got shake hand. -,1,18,90,4.055555555555555,4,1,0,3
5362,like that's bad sitting bar listening music w 3 ppl r nose iphone. waitress looks confused.,1,26,133,4.153846153846154,7,1,1,1
5363,"austin: surprising, popular accessory seems ipad. closely followed bbq pork waffle cone.",1,21,122,4.857142857142857,7,1,0,1
5364,"video: cast characters, standing line austin buying #ipad 2 -",2,18,94,4.529411764705882,5,2,1,1
